Title,Category,Language,Site,Level,Price,Rating,Duration,Skills,Number of viewers,Instructors,Program Type
Mathematics for Machine Learning Specialization,Data Science,English,Coursera,Intermediate,855,4.6,4,"Eigenvalues And Eigenvectors, Principal Component Analysis (PCA), Multivariable Calculus, Linear Algebra, Basis (Linear Algebra), Transformation Matrix, Linear Regression, Vector Calculus, Gradient Descent, Dimensionality Reduction, Python Programming, ",12121,"David Dye ,Samuel J. Cooper ,A. Freddie Page ,Marc Peter Deisenroth ,",Free Course
Modern and Contemporary Art and Design Specialization,Arts and Humanities,English,Coursera,Intermediate,855,4.8,7,"Photography, Design, Art, History, Museums, Creativity, Art History, Art Direction, ",2112,"Lisa Mazzola ,Sarah Meister ,Lucy Gallun ,Sophie Cavoulacos ,Sean Anderson ,Arièle Dionne-Krosnick ,Erica Papernik-Shimizu ,Christian Rattemeyer ,Paola Antonelli ,Michelle Millar Fisher ,Stephanie Kramer ,Anna Burckhardt ,",Free Course
Agile Development Specialization,Computer Science,English,Coursera,Intermediate,855,4.7,4,"hypothesis-driven development, Design Thinking, User Experience (UX), agile, Lean Startup, agile user stories, User Experience Design (UXD), Agile Software Development, Product Management, Software Development, Usability Testing, Continuous Delivery, ",2736,"Alex Cowan ,",Free Course
Career Success Specialization,Business,English,Coursera,Intermediate,855,4.6,11,"Project Management, Information Technology (IT) Management, Communication, Negotiation, Leadership, Team Management, Task Management, Management, Planning, Plan, Accounting, Financial Ratio, ",14003,"Rob Stone, PMP, M.Ed. ,Margaret  Meloni,  MBA, PMP ,David Standen, MBA ,Diane Spiegel ,Sue Robins, M.S. Ed. ,  Dave Nagy ,Patricia  Bravo, MBA, SPHR  ,",Free Course
U.S. Federal Taxation Specialization,Business,English,Coursera,Intermediate,855,4.8,9,"Depreciation, Federal Tax Returns, Tax Law, ",629,"Matthew Hutchens ,Michael P Donohoe, PhD, CPA ,",Free Course
The Business of Music Production Specialization,Arts and Humanities,English,Coursera,Intermediate,855,4.9,4,"Copyright, Music production, Contracts, Pro Tools, Music recording, Music business, Revenue streams, Teambuilding, Audio Production, Music, Songwriting, Create music legally, ",563,"John P. Kellogg, Esq. ,Stephen Webber ,Dr. E. Michael Harrington ,Chrissy Tignor ,",Free Course
The Business of Health Care Specialization,Health,English,Coursera,Intermediate,855,4.6,4,"Insurance, Health Economics, ",1223,"Richard Lambert ,Christopher D. Ittner ,Ezekiel J. Emanuel, MD, PhD ,Guy David, PhD ,Michael Useem ,Peter Cappelli ,Christian Terwiesch ,Amol S. Navathe, MD, PhD ,David A. Asch, MD, MBA ,Roy Rosin, MBA ,Kevin Volpp, MD, PhD ,",Free Course
Practical Data Science on the AWS Cloud Specialization,Data Science,English,Coursera,Intermediate,855,4.6,3,"Natural Language Processing with BERT, ML Pipelines and ML Operations (MLOps), A/B Testing and Model Deployment, Data Labeling at Scale, Automated Machine Learning (AutoML), Statistical Data Bias Detection, Multi-class Classification with FastText and BlazingText, Data ingestion, Exploratory Data Analysis, ML Pipelines and MLOps, Model Training and Deployment with BERT, Model Debugging and Evaluation, ",438,"Antje Barth ,Shelbee Eigenbrode ,Sireesha Muppala ,Chris Fregly ,",Free Course
Risk Management Specialization,Business,English,Coursera,Intermediate,855,4.7,6,"Credit Risk Measurement and Management, Application of Financial Statistics and Probability, Market Risk Measurement and Management, Operational Risk Measurement and Management, Risk Management, Financial Risk, Leadership and Financial Risk Estimation and Management, Regulations, Credit Analysis, Financial Analysis, credit risk, Market Risk Management, ",303,"Joseph Iraci ,Jack Farmer ,Tracy Williams ,",Free Course
Music Production Specialization,Arts and Humanities,English,Coursera,Intermediate,855,4.8,5,"Audio Recording, Music, Music production, Sound Design, Audio Editing, Audio Production, Songwriting, Music recording, MIDI, Pro Tools, music editing, Music mixing, ",1759,"Stephen Webber ,Loudon Stearns ,Chrissy Tignor ,",Free Course
Google Cloud Database Engineer Specialization,Information Technology,English,Coursera,Intermediate,855,4.7,7,"Cloud Platforms, Cloud Storage, Google Cloud Platform, Google Compute Engine, Google App Engine (GAE), Cloud Computing, MySQL, cloud sql, SQL Operations, Database (DBMS), Data Management, Postgresql, ",99,"Google Cloud Training ,",Free Course
Architecting with Google Compute Engine Specialization,Information Technology,English,Coursera,Intermediate,855,4.7,5,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, Virtual Machine, Network Architecture, Debugging, Cloud Storage, Data Store, Load Balancing, Virtual Private Network (VPN), Autoscaling, ",26329,"Google Cloud Training ,",Free Course
Global Procurement and Sourcing Specialization,Business,English,Coursera,Intermediate,855,4.7,7,"Negotiation, Contracts, ",1323,"Don Klock  ,",Free Course
Entrepreneurship: Growing Your Business Specialization,Business,English,Coursera,Intermediate,855,4.8,4,"Entrepreneurship, Leadership & Management, Innovation, Finance, HR Tech, Financial Accounting, Accounting, Financial Statement, Balance Sheet, Leadership, Business Ethics, Ethical Leadership, ",932,"Luann J. Lynch ,Mary Gentile ,R. Edward Freeman   ,Alex Cowan ,",Free Course
Six Sigma Yellow Belt Specialization,Business,English,Coursera,Intermediate,855,4.7,5,"Project Management, Lean Six Sigma, Binomial Distribution, Six Sigma, Process Improvement, Lean Methods, Statistics, Data Analysis, Causality, ",6678,"Bill Bailey, PhD ,Gregory Wiles, PhD ,David Cook, PhD ,Christina Scherrer, PhD ,",Free Course
The DIY Musician Specialization,Arts and Humanities,English,Coursera,Intermediate,855,4.7,5,"Crowdfunding, Music production, Social Media, Songwriting, Music recording, Music, Poetry, Audio Production, MIDI, Pro Tools, Music business, Marketing, ",426,"Pat Pattison ,Stephen Webber ,Chrissy Tignor ,Leah Waldo ,",Free Course
Algorithms Specialization,Computer Science,English,Coursera,Intermediate,855,4.8,4,"Algorithms, Dynamic Programming, Greedy Algorithm, Divide And Conquer Algorithms, Randomized Algorithm, Sorting Algorithm, Graphs, Data Structure, Hash Table, Spanning Tree, Np-Completeness, ",5381,"Tim Roughgarden ,",Free Course
"Influencing: Storytelling, Change Management and Governance Specialization",Business,English,Coursera,Intermediate,855,4.7,6,"Change Management, Communication, Negotiation, Risk governance, ",1173,"Professor Richard Badham ,Brenda Santiago ,Dr Andrew Heys ,Associate Professor Lawrence Ang ,Arabella MacPherson ,Professor Elizabeth Sheedy ,",Free Course
Applied Data Science with R Specialization,Data Science,English,Coursera,Intermediate,855,4.5,7,"Shiny Dashboards, Data Analysis and Modelling, R Programmin Language, Data Visualization (DataViz), SQL & RDBMS, Data Science, R Programming, Select (Sql), Relational Databases (RDBMS), Data Analysis, Statistical Analysis, Linear Regression, ",90,"Yan Luo ,Rav Ahuja ,Tiffany Zhu ,Yiwen Li ,Gabriela de Queiroz ,Saishruthi Swaminathan ,Jeff Grossman ,",Free Course
Geographic Information Systems  (GIS) Specialization,Data Science,English,Coursera,Intermediate,855,4.8,6,"Geographic Information System (GIS), Satellite, Imagery Analysis, Model Building, spatial visualization, Spatial Analysis, Data Analysis, Data Visualization (DataViz), Software, Analytics, Workflow, Data Management, ",5458,"Nick Santos ,",Free Course
Decentralized Finance (DeFi): The Future of Finance Specialization,Business,English,Coursera,Intermediate,855,4.8,4,"Cryptography, Smart Contract, Decentralized Protocols, governance, Blockchain Mechanics, Consensus mechanisms, digital signature, Address mechanics, Flash loans, Bonding curves, Set Protocol’s tokenization method, Mechanics of Compound and Aave, ",1462,"Cam Harvey ,",Free Course
Project Management & Other Tools for Career Development Specialization,Business,English,Coursera,Intermediate,855,4.7,6,"Project Management, Risk Management, Communication, Negotiation, Project, Planning, Project Planning, Change Control, Change Management, Email Writing, Proofreading, Writing, ",5909,"Margaret  Meloni,  MBA, PMP ,Sue Robins, M.S. Ed. ,Diane Spiegel ,",Free Course
Project Management Principles and Practices Specialization,Business,English,Coursera,Intermediate,855,4.7,5,"Schedule, Project Management, Risk Management, Budget, Project, Planning, Project Planning, Budget Estimation, Change Control, Change Management, ",18565,"Margaret  Meloni,  MBA, PMP ,",Free Course
Java Programming and Software Engineering Fundamentals Specialization,Computer Science,English,Coursera,Intermediate,855,4.6,5,"HTML, JavaScript, Cascading Style Sheets (CSS), Java Programming, Html5, Algorithms, Problem Solving, String (Computer Science), Data Structure, Cryptography, Hash Table, Programming Principles, ",13832,"Susan H. Rodger ,Robert Duvall ,Owen Astrachan ,Andrew D. Hilton ,",Free Course
MATLAB Programming for Engineers and Scientists Specialization,Computer Science,English,Coursera,Intermediate,855,4.8,6,"Matlab, Data Analysis, Object-Oriented Programming (OOP), Image Processing, Computer Programming, Problem Solving, Programming Language, ",4284,"Akos Ledeczi ,Mike Fitzpatrick ,Jack Noble ,",Free Course
Design Thinking Specialization,Business,English,Coursera,Intermediate,855,4.8,5,"Creativity, Strategic Thinking, Design Thinking, Innovation Management, Innovation, ",6,"Jeanne M. Liedtka ,Karen Hold ,Jessica Eldridge ,",Free Course
Architecting with Google Kubernetes Engine Specialization,Information Technology,English,Coursera,Intermediate,855,4.7,4,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",6484,"Google Cloud Training ,",Free Course
Security in Google Cloud Specialization,Information Technology,English,Coursera,Intermediate,855,4.7,6,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",3827,"Google Cloud Training ,",Free Course
Leading People and Teams Specialization,Business,English,Coursera,Intermediate,855,4.8,5,"Vision Alignment, Talent Management, Goals and Rewards, Motivate Employees, Leadership, goal setting, Communication, Leadership Development, Onboarding, Coaching, Recruitment, Management, ",5865,"Maxim Sytch, Ph.D. ,Cheri Alexander ,",Free Course
Coding for Everyone: C and C++ Specialization,Computer Science,English,Coursera,Intermediate,855,4.4,6,"Algorithms, C Programming, Coding, C++, Computer Programming, Graph Theory, C++11, Graph Algorithms, Standard Template Library, ",2473,"Ira Pohl ,",Free Course
Developing Applications with Google Cloud Specialization,Computer Science,English,Coursera,Intermediate,855,4.7,6,"Debugging, Google Cloud Platform, Cloud Storage, Application development, Cloud Computing, Google Compute Engine, Google App Engine (GAE), Data Store, Application Programming Interfaces (API), Cloud Functions, Identity Management (IDM), Cloud Endpoints, ",7991,"Google Cloud Training ,",Free Course
Real-World Product Management Specialization,Computer Science,English,Coursera,Intermediate,855,4.5,4,"PM Interviewing, Real-World Examples, Product Management, Real-World Assignments, Technology Leadership, Go-to-market Strategy, Product/Market Fit, Tech Leadership, B2B Sales, Monetization Strategy, A/B/n testing, Customer Retention, ",665,"Nancy Wang ,",Free Course
Pricing Strategy Optimization Specialization,Business,English,Coursera,Intermediate,855,4.8,4,"Cost-Based Pricing, Pricing Strategies, Market-Based Pricing, Customer Value-based Pricing, Strategic Management, Channel and Direct-to-Consumer Pricing, Price Discrimination, Price Elasticity Of Demand, Customer Willingness to Pay, Measuring Customer Preferences, Customer Psychology, Competitor Pricing Models, ",719,"Jean Manuel Izaret ,Thomas Kohler ,Ronald T. Wilcox ,",Free Course
Networking in Google Cloud Specialization,Information Technology,English,Coursera,Intermediate,855,4.8,6,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",4384,"Google Cloud Training ,",Free Course
Academic English: Writing Specialization,Social Sciences,English,Coursera,Intermediate,855,4.8,6,"Punctuation, Essay Writing, Academic Writing, Writing, English Grammar, Grammar, Creative Writing, ",11716,"Tamy Chapman ,Helen Nam ,Brad Gilpin ,",Free Course
Introduction to Cyber Security Specialization,Computer Science,English,Coursera,Intermediate,855,4.7,4,"Cryptography, Cybersecurity, Risk Assessment, Cyber Defense, Cyber Attacks, Information Security (INFOSEC), Denial-Of-Service Attack (DOS), Public-Key Cryptography, ",2665,"Dr. Edward G. Amoroso ,",Free Course
Business Data Management and Communication Specialization,Data Science,English,Coursera,Intermediate,855,4.9,6,"Asset Management, Business Analytics, Financial Accounting, Data Analysis, Rstudio, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Analytics, Health Care, ",32,"Oktay Urcan ,Kevin Hartman ,Ronald Guymon ,Ashish Khandelwal ,Douglas B. Laney ,",Free Course
Intellectual Property Law Specialization,Business,English,Coursera,Intermediate,855,4.8,4,"Brand Management, Strategic Thinking, Planning, Intellectual Property, Business Strategy, Asset Management, Value Proposition, Copyright, Copyright Protection, Fair Use, Marketing, Strategic Planning, ",1078,"R. Polk Wagner ,Shyam Balganesh ,Cynthia Dahl ,",Free Course
The Singer Songwriter Specialization,Arts and Humanities,English,Coursera,Intermediate,855,4.8,5,"Music production, Ableton, Singing, Songwriting, Guitar, Tablature, Music notation, Guitar scales, Guitar chords, Popular Music, Breathing Techniques, Belting, ",434,"Thaddeus Hogarth ,Jeannie Gagne ,Pat Pattison ,Erin Barra ,",Free Course
AI for Medicine Specialization,Data Science,English,Coursera,Intermediate,855,4.7,3,"model interpretation, Image Segmentation, natural language extraction, Machine Learning, time-to-event modeling, Deep Learning, model evaluation, Multi-class classification, Random Forest, model tuning, treatment effect estimation, machine learning interpretation, ",1986,"Pranav Rajpurkar ,Bora Uyumazturk ,Amirhossein Kiani ,Eddy Shyu ,",Free Course
Mergers and Acquisitions  Specialization,Business,English,Coursera,Intermediate,855,4.5,6,"Financial Accounting, Financial Modeling, Mergers And Acquisitions (M&A), Corporate Investments, Accounting, Taxes, Financial Statement, Corporate Accouting, ",67,"Heitor Almeida ,Oktay Urcan ,Robert Metzger ,James Bertram ,",Free Course
Dynamic Public Speaking Specialization,Personal Development,English,Coursera,Intermediate,855,4.8,5,"Communication, Presentation, Speech, Public Speaking, Confidence, ",1155,"Dr. Matt McGarrity ,",Free Course
Supply Chain Analytics Specialization,Business,English,Coursera,Intermediate,855,4.5,5,"Data Analysis, Supply Chain, Business Intelligence, Demand and Supply Planning, job intelligence, Management Consulting, Benchmarking, Competitive Analysis, Model Selection Validation Improvement, Regression Analysis, Demand Planning and Forecasting, Data Visualization (DataViz), ",911,"Yao Zhao ,",Free Course
